# 有音区間(1回の発音)の推定時間 [スペクトログラム(denoised)ベース]
# file: word_Ex1/shakana1.wav
fs = 48000
hop_length = 256
frame_duration_sec = 0.005333
num_segments = 19
segment_1: start_time=0.394667s, end_time=1.808000s, duration=1.413333s
segment_2: start_time=2.826667s, end_time=3.370667s, duration=0.544000s
segment_3: start_time=4.341333s, end_time=4.528000s, duration=0.186667s
segment_4: start_time=4.554667s, end_time=4.842667s, duration=0.288000s
segment_5: start_time=5.872000s, end_time=6.010667s, duration=0.138667s
segment_6: start_time=6.053333s, end_time=6.362667s, duration=0.309333s
segment_7: start_time=7.370667s, end_time=7.541333s, duration=0.170667s
segment_8: start_time=7.578667s, end_time=7.904000s, duration=0.325333s
segment_9: start_time=8.896000s, end_time=9.066667s, duration=0.170667s
segment_10: start_time=9.088000s, end_time=9.408000s, duration=0.320000s
segment_11: start_time=10.069333s, end_time=10.080000s, duration=0.010667s
segment_12: start_time=10.400000s, end_time=10.581333s, duration=0.181333s
segment_13: start_time=10.602667s, end_time=10.912000s, duration=0.309333s
segment_14: start_time=11.904000s, end_time=12.085333s, duration=0.181333s
segment_15: start_time=12.117333s, end_time=12.448000s, duration=0.330667s
segment_16: start_time=13.413333s, end_time=13.936000s, duration=0.522667s
segment_17: start_time=14.821333s, end_time=14.842667s, duration=0.021333s
segment_18: start_time=14.869333s, end_time=15.402667s, duration=0.533333s
segment_19: start_time=15.605333s, end_time=16.741333s, duration=1.136000s
mean_duration = 0.373333s
