# 有音区間(1回の発音)の推定時間 [スペクトログラム(denoised)ベース]
# file: word_Ex1/tyakana5.wav
fs = 48000
hop_length = 256
frame_duration_sec = 0.005333
num_segments = 23
segment_1: start_time=0.389333s, end_time=1.898667s, duration=1.509333s
segment_2: start_time=2.341333s, end_time=2.362667s, duration=0.021333s
segment_3: start_time=2.901333s, end_time=3.082667s, duration=0.181333s
segment_4: start_time=3.098667s, end_time=3.450667s, duration=0.352000s
segment_5: start_time=4.517333s, end_time=4.693333s, duration=0.176000s
segment_6: start_time=4.698667s, end_time=5.056000s, duration=0.357333s
segment_7: start_time=6.186667s, end_time=6.330667s, duration=0.144000s
segment_8: start_time=6.362667s, end_time=6.730667s, duration=0.368000s
segment_9: start_time=6.928000s, end_time=6.976000s, duration=0.048000s
segment_10: start_time=7.744000s, end_time=7.909333s, duration=0.165333s
segment_11: start_time=7.930667s, end_time=8.256000s, duration=0.325333s
segment_12: start_time=9.306667s, end_time=9.466667s, duration=0.160000s
segment_13: start_time=9.488000s, end_time=9.829333s, duration=0.341333s
segment_14: start_time=10.906667s, end_time=11.061333s, duration=0.154667s
segment_15: start_time=11.098667s, end_time=11.450667s, duration=0.352000s
segment_16: start_time=12.074667s, end_time=12.106667s, duration=0.032000s
segment_17: start_time=12.357333s, end_time=12.421333s, duration=0.064000s
segment_18: start_time=12.469333s, end_time=12.992000s, duration=0.522667s
segment_19: start_time=14.037333s, end_time=14.186667s, duration=0.149333s
segment_20: start_time=14.224000s, end_time=14.597333s, duration=0.373333s
segment_21: start_time=15.141333s, end_time=15.168000s, duration=0.026667s
segment_22: start_time=15.616000s, end_time=15.626667s, duration=0.010667s
segment_23: start_time=15.637333s, end_time=17.141333s, duration=1.504000s
mean_duration = 0.319072s
