# 有音区間(1回の発音)の推定時間 [スペクトログラム(denoised)ベース]
# file: word_Ex1/shakana3.wav
fs = 48000
hop_length = 256
frame_duration_sec = 0.005333
num_segments = 19
segment_1: start_time=0.405333s, end_time=1.354667s, duration=0.949333s
segment_2: start_time=1.418667s, end_time=1.994667s, duration=0.576000s
segment_3: start_time=2.869333s, end_time=3.429333s, duration=0.560000s
segment_4: start_time=4.570667s, end_time=4.762667s, duration=0.192000s
segment_5: start_time=4.784000s, end_time=5.114667s, duration=0.330667s
segment_6: start_time=5.317333s, end_time=5.349333s, duration=0.032000s
segment_7: start_time=6.138667s, end_time=6.325333s, duration=0.186667s
segment_8: start_time=6.352000s, end_time=6.693333s, duration=0.341333s
segment_9: start_time=7.776000s, end_time=7.994667s, duration=0.218667s
segment_10: start_time=8.021333s, end_time=8.341333s, duration=0.320000s
segment_11: start_time=9.344000s, end_time=9.530667s, duration=0.186667s
segment_12: start_time=9.541333s, end_time=9.856000s, duration=0.314667s
segment_13: start_time=10.426667s, end_time=10.437333s, duration=0.010667s
segment_14: start_time=10.880000s, end_time=11.050667s, duration=0.170667s
segment_15: start_time=11.082667s, end_time=11.418667s, duration=0.336000s
segment_16: start_time=12.448000s, end_time=12.645333s, duration=0.197333s
segment_17: start_time=12.661333s, end_time=12.997333s, duration=0.336000s
segment_18: start_time=14.037333s, end_time=14.613333s, duration=0.576000s
segment_19: start_time=15.498667s, end_time=17.152000s, duration=1.653333s
mean_duration = 0.394105s
