# 有音区間(1回の発音)の推定時間 [スペクトログラム(denoised)ベース]
# file: word_Ex1/takana1.wav
fs = 48000
hop_length = 256
frame_duration_sec = 0.005333
num_segments = 23
segment_1: start_time=0.368000s, end_time=1.594667s, duration=1.226667s
segment_2: start_time=1.616000s, end_time=2.026667s, duration=0.410667s
segment_3: start_time=2.693333s, end_time=2.725333s, duration=0.032000s
segment_4: start_time=2.816000s, end_time=3.408000s, duration=0.592000s
segment_5: start_time=4.304000s, end_time=4.432000s, duration=0.128000s
segment_6: start_time=4.469333s, end_time=4.864000s, duration=0.394667s
segment_7: start_time=5.829333s, end_time=5.957333s, duration=0.128000s
segment_8: start_time=6.005333s, end_time=6.394667s, duration=0.389333s
segment_9: start_time=7.306667s, end_time=7.440000s, duration=0.133333s
segment_10: start_time=7.477333s, end_time=7.882667s, duration=0.405333s
segment_11: start_time=8.853333s, end_time=9.008000s, duration=0.154667s
segment_12: start_time=9.024000s, end_time=9.450667s, duration=0.426667s
segment_13: start_time=10.400000s, end_time=10.538667s, duration=0.138667s
segment_14: start_time=10.576000s, end_time=10.970667s, duration=0.394667s
segment_15: start_time=11.930667s, end_time=12.069333s, duration=0.138667s
segment_16: start_time=12.090667s, end_time=12.485333s, duration=0.394667s
segment_17: start_time=12.901333s, end_time=13.088000s, duration=0.186667s
segment_18: start_time=13.456000s, end_time=14.042667s, duration=0.586667s
segment_19: start_time=14.437333s, end_time=14.608000s, duration=0.170667s
segment_20: start_time=14.794667s, end_time=14.848000s, duration=0.053333s
segment_21: start_time=14.901333s, end_time=14.917333s, duration=0.016000s
segment_22: start_time=14.922667s, end_time=15.632000s, duration=0.709333s
segment_23: start_time=15.914667s, end_time=16.704000s, duration=0.789333s
mean_duration = 0.347826s
