# 有音区間(1回の発音)の推定時間 [スペクトログラム(denoised)ベース]
# file: word_Ex1/thakana3.wav
fs = 48000
hop_length = 256
frame_duration_sec = 0.005333
num_segments = 24
segment_1: start_time=0.373333s, end_time=2.149333s, duration=1.776000s
segment_2: start_time=2.901333s, end_time=3.173333s, duration=0.272000s
segment_3: start_time=3.232000s, end_time=3.685333s, duration=0.453333s
segment_4: start_time=4.357333s, end_time=4.661333s, duration=0.304000s
segment_5: start_time=4.693333s, end_time=5.168000s, duration=0.474667s
segment_6: start_time=5.904000s, end_time=6.176000s, duration=0.272000s
segment_7: start_time=6.218667s, end_time=6.704000s, duration=0.485333s
segment_8: start_time=7.440000s, end_time=7.685333s, duration=0.245333s
segment_9: start_time=7.754667s, end_time=7.776000s, duration=0.021333s
segment_10: start_time=7.802667s, end_time=8.234667s, duration=0.432000s
segment_11: start_time=8.986667s, end_time=9.056000s, duration=0.069333s
segment_12: start_time=9.082667s, end_time=9.205333s, duration=0.122667s
segment_13: start_time=9.301333s, end_time=9.690667s, duration=0.389333s
segment_14: start_time=10.544000s, end_time=10.784000s, duration=0.240000s
segment_15: start_time=10.837333s, end_time=11.312000s, duration=0.474667s
segment_16: start_time=12.026667s, end_time=12.069333s, duration=0.042667s
segment_17: start_time=12.096000s, end_time=12.266667s, duration=0.170667s
segment_18: start_time=12.346667s, end_time=12.773333s, duration=0.426667s
segment_19: start_time=13.354667s, end_time=13.370667s, duration=0.016000s
segment_20: start_time=13.477333s, end_time=13.813333s, duration=0.336000s
segment_21: start_time=13.845333s, end_time=14.314667s, duration=0.469333s
segment_22: start_time=14.821333s, end_time=14.869333s, duration=0.048000s
segment_23: start_time=14.986667s, end_time=15.882667s, duration=0.896000s
segment_24: start_time=16.101333s, end_time=16.661333s, duration=0.560000s
mean_duration = 0.374889s
