# 有音区間(1回の発音)の推定時間 [スペクトログラム(denoised)ベース]
# file: word_Ex1/sakana3.wav
fs = 48000
hop_length = 256
frame_duration_sec = 0.005333
num_segments = 20
segment_1: start_time=0.405333s, end_time=1.104000s, duration=0.698667s
segment_2: start_time=1.162667s, end_time=1.930667s, duration=0.768000s
segment_3: start_time=2.832000s, end_time=3.354667s, duration=0.522667s
segment_4: start_time=4.320000s, end_time=4.832000s, duration=0.512000s
segment_5: start_time=5.824000s, end_time=6.304000s, duration=0.480000s
segment_6: start_time=7.424000s, end_time=7.888000s, duration=0.464000s
segment_7: start_time=8.976000s, end_time=9.456000s, duration=0.480000s
segment_8: start_time=10.512000s, end_time=10.976000s, duration=0.464000s
segment_9: start_time=11.744000s, end_time=11.802667s, duration=0.058667s
segment_10: start_time=12.037333s, end_time=12.496000s, duration=0.458667s
segment_11: start_time=13.589333s, end_time=14.058667s, duration=0.469333s
segment_12: start_time=14.741333s, end_time=14.762667s, duration=0.021333s
segment_13: start_time=15.066667s, end_time=15.573333s, duration=0.506667s
segment_14: start_time=15.738667s, end_time=15.781333s, duration=0.042667s
segment_15: start_time=15.813333s, end_time=15.834667s, duration=0.021333s
segment_16: start_time=15.856000s, end_time=15.866667s, duration=0.010667s
segment_17: start_time=15.872000s, end_time=15.930667s, duration=0.058667s
segment_18: start_time=15.978667s, end_time=15.994667s, duration=0.016000s
segment_19: start_time=16.048000s, end_time=16.266667s, duration=0.218667s
segment_20: start_time=16.272000s, end_time=16.954667s, duration=0.682667s
mean_duration = 0.347733s
