# 有音区間(1回の発音)の推定時間 [スペクトログラム(denoised)ベース]
# file: word_Ex1/takana2.wav
fs = 48000
hop_length = 256
frame_duration_sec = 0.005333
num_segments = 20
segment_1: start_time=0.394667s, end_time=1.850667s, duration=1.456000s
segment_2: start_time=2.885333s, end_time=2.986667s, duration=0.101333s
segment_3: start_time=3.029333s, end_time=3.349333s, duration=0.320000s
segment_4: start_time=4.426667s, end_time=4.554667s, duration=0.128000s
segment_5: start_time=4.560000s, end_time=4.880000s, duration=0.320000s
segment_6: start_time=5.946667s, end_time=6.032000s, duration=0.085333s
segment_7: start_time=6.069333s, end_time=6.416000s, duration=0.346667s
segment_8: start_time=7.386667s, end_time=7.498667s, duration=0.112000s
segment_9: start_time=7.552000s, end_time=7.882667s, duration=0.330667s
segment_10: start_time=8.976000s, end_time=9.082667s, duration=0.106667s
segment_11: start_time=9.125333s, end_time=9.450667s, duration=0.325333s
segment_12: start_time=10.512000s, end_time=10.629333s, duration=0.117333s
segment_13: start_time=10.672000s, end_time=10.997333s, duration=0.325333s
segment_14: start_time=12.112000s, end_time=12.586667s, duration=0.474667s
segment_15: start_time=13.658667s, end_time=14.160000s, duration=0.501333s
segment_16: start_time=15.237333s, end_time=15.728000s, duration=0.490667s
segment_17: start_time=15.754667s, end_time=15.845333s, duration=0.090667s
segment_18: start_time=15.877333s, end_time=15.904000s, duration=0.026667s
segment_19: start_time=15.978667s, end_time=16.005333s, duration=0.026667s
segment_20: start_time=16.053333s, end_time=16.864000s, duration=0.810667s
mean_duration = 0.324800s
