# 有音区間(1回の発音)の推定時間 [スペクトログラム(denoised)ベース]
# file: word_Ex1/shakana1.wav
fs = 48000
hop_length = 256
frame_duration_sec = 0.005333
num_segments = 16
segment_1: start_time=0.405333s, end_time=2.000000s, duration=1.594667s
segment_2: start_time=2.938667s, end_time=3.472000s, duration=0.533333s
segment_3: start_time=4.485333s, end_time=4.682667s, duration=0.197333s
segment_4: start_time=4.688000s, end_time=5.034667s, duration=0.346667s
segment_5: start_time=6.096000s, end_time=6.261333s, duration=0.165333s
segment_6: start_time=6.288000s, end_time=6.618667s, duration=0.330667s
segment_7: start_time=7.669333s, end_time=7.845333s, duration=0.176000s
segment_8: start_time=7.872000s, end_time=8.213333s, duration=0.341333s
segment_9: start_time=9.253333s, end_time=9.440000s, duration=0.186667s
segment_10: start_time=9.461333s, end_time=9.781333s, duration=0.320000s
segment_11: start_time=10.810667s, end_time=10.992000s, duration=0.181333s
segment_12: start_time=11.018667s, end_time=11.338667s, duration=0.320000s
segment_13: start_time=12.298667s, end_time=12.864000s, duration=0.565333s
segment_14: start_time=13.498667s, end_time=13.514667s, duration=0.016000s
segment_15: start_time=13.904000s, end_time=14.458667s, duration=0.554667s
segment_16: start_time=15.408000s, end_time=17.093333s, duration=1.685333s
mean_duration = 0.469667s
