# 有音区間(1回の発音)の推定時間 [スペクトログラム(denoised)ベース]
# file: word_Ex1/tyakana1.wav
fs = 48000
hop_length = 256
frame_duration_sec = 0.005333
num_segments = 25
segment_1: start_time=0.378667s, end_time=1.888000s, duration=1.509333s
segment_2: start_time=2.826667s, end_time=3.365333s, duration=0.538667s
segment_3: start_time=4.266667s, end_time=4.576000s, duration=0.309333s
segment_4: start_time=4.597333s, end_time=4.784000s, duration=0.186667s
segment_5: start_time=5.776000s, end_time=6.298667s, duration=0.522667s
segment_6: start_time=7.232000s, end_time=7.370667s, duration=0.138667s
segment_7: start_time=7.381333s, end_time=7.717333s, duration=0.336000s
segment_8: start_time=8.448000s, end_time=8.464000s, duration=0.016000s
segment_9: start_time=8.842667s, end_time=8.997333s, duration=0.154667s
segment_10: start_time=9.034667s, end_time=9.168000s, duration=0.133333s
segment_11: start_time=9.173333s, end_time=9.370667s, duration=0.197333s
segment_12: start_time=10.357333s, end_time=10.506667s, duration=0.149333s
segment_13: start_time=10.517333s, end_time=10.874667s, duration=0.357333s
segment_14: start_time=11.866667s, end_time=12.005333s, duration=0.138667s
segment_15: start_time=12.074667s, end_time=12.170667s, duration=0.096000s
segment_16: start_time=12.224000s, end_time=12.410667s, duration=0.186667s
segment_17: start_time=12.816000s, end_time=12.928000s, duration=0.112000s
segment_18: start_time=13.013333s, end_time=13.077333s, duration=0.064000s
segment_19: start_time=13.280000s, end_time=13.397333s, duration=0.117333s
segment_20: start_time=13.530667s, end_time=14.101333s, duration=0.570667s
segment_21: start_time=14.554667s, end_time=14.565333s, duration=0.010667s
segment_22: start_time=14.853333s, end_time=15.040000s, duration=0.186667s
segment_23: start_time=15.141333s, end_time=15.829333s, duration=0.688000s
segment_24: start_time=15.845333s, end_time=15.866667s, duration=0.021333s
segment_25: start_time=15.877333s, end_time=16.954667s, duration=1.077333s
mean_duration = 0.312747s
