timestamp,pred_label,pred_pct
2026-02-04 12:58:46,thakana,52.9
2026-02-04 12:58:51,thakana,74.3
2026-02-04 12:58:55,thakana,63.0
2026-02-04 12:59:00,thakana,72.6
2026-02-04 12:59:04,thakana,63.7
2026-02-04 12:59:09,thakana,73.7
2026-02-04 12:59:22,thakana,73.8
2026-02-04 12:59:27,thakana,48.0
2026-02-04 12:59:31,thakana,39.4
2026-02-04 12:59:35,thakana,64.4
2026-02-04 12:59:39,thakana,51.5
2026-02-04 12:59:42,thakana,73.1
