# 有音区間(1回の発音)の推定時間 [スペクトログラム(denoised)ベース]
# file: word_Ex1/sakana1.wav
fs = 48000
hop_length = 256
frame_duration_sec = 0.005333
num_segments = 24
segment_1: start_time=0.378667s, end_time=2.069333s, duration=1.690667s
segment_2: start_time=2.864000s, end_time=2.986667s, duration=0.122667s
segment_3: start_time=3.024000s, end_time=3.392000s, duration=0.368000s
segment_4: start_time=4.336000s, end_time=4.458667s, duration=0.122667s
segment_5: start_time=4.496000s, end_time=4.880000s, duration=0.384000s
segment_6: start_time=5.840000s, end_time=5.962667s, duration=0.122667s
segment_7: start_time=6.000000s, end_time=6.378667s, duration=0.378667s
segment_8: start_time=7.344000s, end_time=7.450667s, duration=0.106667s
segment_9: start_time=7.493333s, end_time=7.856000s, duration=0.362667s
segment_10: start_time=8.874667s, end_time=8.997333s, duration=0.122667s
segment_11: start_time=9.029333s, end_time=9.402667s, duration=0.373333s
segment_12: start_time=10.400000s, end_time=10.496000s, duration=0.096000s
segment_13: start_time=10.538667s, end_time=10.928000s, duration=0.389333s
segment_14: start_time=11.093333s, end_time=11.109333s, duration=0.016000s
segment_15: start_time=11.920000s, end_time=12.021333s, duration=0.101333s
segment_16: start_time=12.069333s, end_time=12.458667s, duration=0.389333s
segment_17: start_time=13.328000s, end_time=13.397333s, duration=0.069333s
segment_18: start_time=13.461333s, end_time=13.589333s, duration=0.128000s
segment_19: start_time=13.610667s, end_time=14.026667s, duration=0.416000s
segment_20: start_time=14.645333s, end_time=14.688000s, duration=0.042667s
segment_21: start_time=15.018667s, end_time=15.168000s, duration=0.149333s
segment_22: start_time=15.173333s, end_time=15.589333s, duration=0.416000s
segment_23: start_time=15.760000s, end_time=15.797333s, duration=0.037333s
segment_24: start_time=15.840000s, end_time=16.741333s, duration=0.901333s
mean_duration = 0.304444s
