# 有音区間(1回の発音)の推定時間 [スペクトログラム(denoised)ベース]
# file: word_Ex1/sakana4.wav
fs = 48000
hop_length = 256
frame_duration_sec = 0.005333
num_segments = 27
segment_1: start_time=0.389333s, end_time=1.205333s, duration=0.816000s
segment_2: start_time=1.242667s, end_time=1.349333s, duration=0.106667s
segment_3: start_time=1.365333s, end_time=2.106667s, duration=0.741333s
segment_4: start_time=3.034667s, end_time=3.157333s, duration=0.122667s
segment_5: start_time=3.178667s, end_time=3.594667s, duration=0.416000s
segment_6: start_time=3.893333s, end_time=3.909333s, duration=0.016000s
segment_7: start_time=4.474667s, end_time=4.613333s, duration=0.138667s
segment_8: start_time=4.640000s, end_time=5.061333s, duration=0.421333s
segment_9: start_time=5.914667s, end_time=6.005333s, duration=0.090667s
segment_10: start_time=6.048000s, end_time=6.426667s, duration=0.378667s
segment_11: start_time=7.381333s, end_time=7.504000s, duration=0.122667s
segment_12: start_time=7.520000s, end_time=7.909333s, duration=0.389333s
segment_13: start_time=8.896000s, end_time=9.002667s, duration=0.106667s
segment_14: start_time=9.034667s, end_time=9.424000s, duration=0.389333s
segment_15: start_time=10.389333s, end_time=10.506667s, duration=0.117333s
segment_16: start_time=10.544000s, end_time=10.906667s, duration=0.362667s
segment_17: start_time=11.898667s, end_time=12.032000s, duration=0.133333s
segment_18: start_time=12.048000s, end_time=12.410667s, duration=0.362667s
segment_19: start_time=13.456000s, end_time=14.010667s, duration=0.554667s
segment_20: start_time=14.714667s, end_time=14.762667s, duration=0.048000s
segment_21: start_time=14.778667s, end_time=14.810667s, duration=0.032000s
segment_22: start_time=14.837333s, end_time=14.848000s, duration=0.010667s
segment_23: start_time=14.880000s, end_time=14.890667s, duration=0.010667s
segment_24: start_time=14.912000s, end_time=15.546667s, duration=0.634667s
segment_25: start_time=15.648000s, end_time=15.701333s, duration=0.053333s
segment_26: start_time=15.733333s, end_time=15.744000s, duration=0.010667s
segment_27: start_time=15.802667s, end_time=16.693333s, duration=0.890667s
mean_duration = 0.276938s
