# 有音区間(1回の発音)の推定時間 [スペクトログラム(denoised)ベース]
# file: word_Ex1/takana4.wav
fs = 48000
hop_length = 256
frame_duration_sec = 0.005333
num_segments = 21
segment_1: start_time=0.384000s, end_time=1.200000s, duration=0.816000s
segment_2: start_time=1.242667s, end_time=1.253333s, duration=0.010667s
segment_3: start_time=1.376000s, end_time=1.461333s, duration=0.085333s
segment_4: start_time=1.514667s, end_time=2.069333s, duration=0.554667s
segment_5: start_time=2.725333s, end_time=2.778667s, duration=0.053333s
segment_6: start_time=3.045333s, end_time=3.546667s, duration=0.501333s
segment_7: start_time=4.597333s, end_time=4.698667s, duration=0.101333s
segment_8: start_time=4.741333s, end_time=5.088000s, duration=0.346667s
segment_9: start_time=6.181333s, end_time=6.298667s, duration=0.117333s
segment_10: start_time=6.330667s, end_time=6.666667s, duration=0.336000s
segment_11: start_time=7.786667s, end_time=7.904000s, duration=0.117333s
segment_12: start_time=7.941333s, end_time=8.288000s, duration=0.346667s
segment_13: start_time=9.360000s, end_time=9.466667s, duration=0.106667s
segment_14: start_time=9.520000s, end_time=9.872000s, duration=0.352000s
segment_15: start_time=10.885333s, end_time=11.002667s, duration=0.117333s
segment_16: start_time=11.050667s, end_time=11.397333s, duration=0.346667s
segment_17: start_time=12.517333s, end_time=13.056000s, duration=0.538667s
segment_18: start_time=14.053333s, end_time=14.197333s, duration=0.144000s
segment_19: start_time=14.208000s, end_time=14.602667s, duration=0.394667s
segment_20: start_time=15.002667s, end_time=15.029333s, duration=0.026667s
segment_21: start_time=15.514667s, end_time=17.013333s, duration=1.498667s
mean_duration = 0.329143s
