capture_id,landmark_id,x_px,y_px,depth_mm,x_cam_mm,y_cam_mm,z_cam_mm
1,37,269,218,519.0000534057617,-47.826383262872696,-24.978650733828545,519.0000534057617
1,0,276,219,512.0000243186951,-41.305508464574814,-23.80056492984295,512.0000243186951
1,267,283,218,510.0000500679016,-35.29129922389984,-24.545494467020035,510.0000500679016
1,269,292,224,508.0000162124634,-27.65730209648609,-19.441556185483932,508.0000162124634
1,270,297,231,508.0000162124634,-23.493079468607903,-13.599266298115253,508.0000162124634
1,409,300,237,508.0000162124634,-20.99454775452614,-8.591587655246258,508.0000162124634
1,291,302,242,508.0000162124634,-19.328858703374863,-4.418523050844669,508.0000162124634
1,306,301,242,508.0000162124634,-20.1617032289505,-4.418523050844669,508.0000162124634
1,308,299,242,508.0000162124634,-21.827392280101776,-4.418523050844669,508.0000162124634
1,415,296,240,508.0000162124634,-24.32592399418354,-6.087749265134335,508.0000162124634
1,310,292,237,508.0000162124634,-27.65730209648609,-8.591587655246258,508.0000162124634
1,311,288,235,509.0000033378601,-31.049679964780807,-10.281011462211609,509.0000033378601
1,312,283,234,509.0000033378601,-35.222094506025314,-11.117268353700638,509.0000033378601
1,13,277,234,511.00003719329834,-40.38707539439201,-11.160952039062977,511.00003719329834
1,82,273,235,513.0000114440918,-43.909307569265366,-10.36180555820465,513.0000114440918
1,81,269,236,513.0000114440918,-47.27347195148468,-9.51897818595171,513.0000114440918
1,80,267,238,513.9999985694885,-49.050986766815186,-7.848592475056648,513.9999985694885
1,191,264,241,516.0000324249268,-51.77972838282585,-5.335862748324871,516.0000324249268
1,78,262,244,518.0000066757202,-53.67890000343323,-2.803416922688484,518.0000066757202
1,76,260,244,521.0000276565552,-55.69809675216675,-2.8196529019623995,521.0000276565552
1,146,259,248,523.0000019073486,-56.769344955682755,0.6065513589419425,523.0000019073486
1,91,261,253,521.0000276565552,-54.84393984079361,4.884088411927223,521.0000276565552
1,181,264,259,518.0000066757202,-51.98042094707489,9.962218813598156,518.0000066757202
1,84,270,263,513.0000114440918,-46.432431787252426,13.237369246780872,513.0000114440918
1,17,277,263,511.00003719329834,-40.38707539439201,13.185761868953705,511.00003719329834
1,314,285,262,510.0000500679016,-33.61905366182327,12.322059832513332,510.0000500679016
1,405,292,257,507.00002908706665,-27.60285884141922,8.084725588560104,507.00002908706665
1,321,297,251,508.0000162124634,-23.493079468607903,3.0929939821362495,508.0000162124634
1,375,300,246,508.0000162124634,-20.99454775452614,-1.0800708550959826,508.0000162124634
1,324,295,243,508.0000162124634,-25.158768519759178,-3.5839099436998367,508.0000162124634
1,318,292,244,509.0000033378601,-27.711743488907814,-2.7547087520360947,509.0000033378601
1,402,288,245,511.00003719329834,-31.171683222055435,-1.9259911496192217,511.00003719329834
1,317,282,246,516.0000324249268,-36.55245155096054,-1.0970799485221505,516.0000324249268
1,14,276,247,516.0000324249268,-41.62820801138878,-0.24932343512773514,516.0000324249268
1,87,272,247,516.0000324249268,-45.01204937696457,-0.24932343512773514,516.0000324249268
1,178,268,246,516.0000324249268,-48.39589074254036,-1.0970799485221505,516.0000324249268
1,88,266,246,517.0000195503235,-50.18487572669983,-1.0992060415446758,517.0000195503235
1,95,264,245,518.0000066757202,-51.98042094707489,-1.9523744704201818,518.0000066757202
2,61,354,238,509.0000033378601,24.02624487876892,-7.772244513034821,509.0000033378601
2,185,357,232,508.0000162124634,26.477573439478874,-12.76465319097042,508.0000162124634
2,40,362,226,507.00002908706665,30.581478029489517,-17.73734577000141,507.00002908706665
2,39,369,219,506.0000419616699,36.32811829447746,-23.521652445197105,506.0000419616699
2,37,379,212,510.0000500679016,44.976528733968735,-29.57288734614849,510.0000500679016
2,0,387,213,513.9999985694885,52.070729434490204,-28.96035835146904,513.9999985694885
2,267,392,214,519.0000534057617,56.83165043592453,-28.38939055800438,519.0000534057617
2,269,397,220,531.000018119812,62.49843165278435,-23.81138876080513,531.000018119812
2,270,398,227,530.0000309944153,63.24964761734009,-17.671240493655205,530.0000309944153
2,409,397,233,527.999997138977,62.145330011844635,-12.399726547300816,527.999997138977
2,291,395,239,524.0000486373901,59.9563866853714,-7.140389643609524,524.0000486373901
2,306,394,239,521.0000276565552,58.758966624736786,-7.099509239196777,521.0000276565552
2,308,392,238,519.0000534057617,56.83165043592453,-7.924941368401051,519.0000534057617
2,415,392,235,518.0000066757202,56.722141802310944,-10.462798178195953,518.0000066757202
2,310,391,232,516.0000324249268,55.65718188881874,-12.965671718120575,516.0000324249268
2,311,390,229,516.0000324249268,54.81122061610222,-15.508941374719143,516.0000324249268
2,312,387,228,512.0000243186951,51.868122071027756,-16.22990146279335,512.0000243186951
2,13,384,226,509.0000033378601,49.06075447797775,-17.807314172387123,509.0000033378601
2,82,378,227,507.00002908706665,43.880753219127655,-16.904376447200775,507.00002908706665
2,81,371,228,507.00002908706665,38.06232288479805,-16.07140526175499,507.00002908706665
2,80,365,231,508.0000162124634,33.14032778143883,-13.599266298115253,508.0000162124634
2,191,361,234,508.0000162124634,29.808951541781425,-11.09542790800333,508.0000162124634
2,78,357,238,508.0000162124634,26.477573439478874,-7.7569750137627125,508.0000162124634
2,76,355,238,509.0000033378601,24.860726669430733,-7.772244513034821,509.0000033378601
2,146,357,242,508.0000162124634,26.477573439478874,-4.418523050844669,508.0000162124634
2,91,362,247,507.00002908706665,30.581478029489517,-0.24497476988472044,507.00002908706665
2,181,369,253,508.0000162124634,36.47170588374138,4.762220196425915,508.0000162124634
2,84,378,257,513.0000114440918,44.40005123615265,8.180403150618076,513.0000114440918
2,17,387,258,521.0000276565552,52.77986451983452,9.163944981992245,521.0000276565552
2,314,393,257,527.999997138977,58.682799339294434,8.419595658779144,527.999997138977
2,405,396,253,531.000018119812,61.62787973880768,4.977832548320293,531.000018119812
2,321,397,248,527.999997138977,62.145330011844635,0.6123501225374639,527.999997138977
2,375,396,243,527.999997138977,61.279695481061935,-3.7250088062137365,527.999997138977
2,324,392,241,519.0000534057617,56.83165043592453,-5.366885103285313,519.0000534057617
2,318,392,243,519.0000534057617,56.83165043592453,-3.661514725536108,519.0000534057617
2,402,391,244,517.0000195503235,55.76504394412041,-2.7980050072073936,517.0000195503235
2,317,389,245,516.0000324249268,53.965263068675995,-1.944836461916566,516.0000324249268
2,14,385,245,512.0000243186951,50.189319998025894,-1.9297602120786905,512.0000243186951
2,87,379,244,510.0000500679016,44.976528733968735,-2.7601211331784725,510.0000500679016
2,178,372,243,508.0000162124634,38.970235735177994,-3.5839099436998367,508.0000162124634
2,88,366,241,508.0000162124634,33.973172307014465,-5.253135692328215,508.0000162124634
2,95,361,240,508.0000162124634,29.808951541781425,-6.087749265134335,508.0000162124634
3,61,313,223,507.00002908706665,-10.147558525204659,-20.23625746369362,507.00002908706665
3,185,312,216,507.00002908706665,-10.978762060403824,-26.06704831123352,507.00002908706665
3,40,313,209,504.9999952316284,-10.107527486979961,-31.772006303071976,504.9999952316284
3,39,317,201,504.9999952316284,-6.795824039727449,-38.40947896242142,504.9999952316284
3,37,325,194,506.0000419616699,-0.1727586059132591,-44.30483281612396,506.0000419616699
3,0,333,193,508.0000162124634,6.4893122762441635,-45.31456157565117,508.0000162124634
3,267,340,194,510.0000500679016,12.367723509669304,-44.65506598353386,510.0000500679016
3,269,345,200,512.0000243186951,16.61323383450508,-39.78307545185089,512.0000243186951
3,270,346,207,510.0000500679016,17.384463921189308,-33.762380480766296,510.0000500679016
3,409,344,215,510.0000500679016,15.71221649646759,-27.05918997526169,510.0000500679016
3,291,340,221,508.0000162124634,12.319222092628479,-21.945396438241005,508.0000162124634
3,306,339,221,509.0000033378601,11.508988216519356,-21.98859676718712,509.0000033378601
3,308,337,221,509.0000033378601,9.840021841228008,-21.98859676718712,509.0000033378601
3,415,336,217,510.0000500679016,9.023231454193592,-25.383392348885536,510.0000500679016
3,310,336,214,509.0000033378601,9.005538187921047,-27.842385694384575,509.0000033378601
3,311,336,211,507.00002908706665,8.970153518021107,-30.23189678788185,507.00002908706665
3,312,335,209,506.0000419616699,8.122894912958145,-31.8349227309227,506.0000419616699
3,13,332,208,504.9999952316284,5.623064003884792,-32.60169178247452,504.9999952316284
3,82,328,209,504.9999952316284,2.3113603238016367,-31.772006303071976,504.9999952316284
3,81,324,211,506.0000419616699,-1.0023239301517606,-30.17226979136467,506.0000419616699
3,80,321,214,508.0000162124634,-3.5048185382038355,-27.78768725693226,508.0000162124634
3,191,318,218,508.0000162124634,-6.003351416438818,-24.449234828352928,508.0000162124634
3,78,316,222,508.0000162124634,-7.669039536267519,-21.110784262418747,508.0000162124634
3,76,314,223,507.00002908706665,-9.316353127360344,-20.23625746369362,507.00002908706665
3,146,314,227,506.0000419616699,-9.29797813296318,-16.87103509902954,506.0000419616699
3,91,315,231,504.0000081062317,-8.434940129518509,-13.492184691131115,504.0000081062317
3,181,320,237,502.00003385543823,-4.286430310457945,-8.490112610161304,502.00003385543823
3,84,327,240,503.00002098083496,1.4775595627725124,-6.027830298990011,503.00002098083496
3,17,336,240,504.9999952316284,8.934766985476017,-6.051797419786453,504.9999952316284
3,314,343,238,507.00002908706665,14.788586646318436,-7.741705514490604,507.00002908706665
3,405,346,234,508.0000162124634,17.316289246082306,-11.09542790800333,508.0000162124634
3,321,346,229,508.0000162124634,17.316289246082306,-15.268491581082344,508.0000162124634
3,375,343,224,508.0000162124634,14.817755669355392,-19.441556185483932,508.0000162124634
3,324,337,222,509.0000033378601,9.840021841228008,-21.15233987569809,509.0000033378601
3,318,337,224,508.0000162124634,9.820690378546715,-19.441556185483932,508.0000162124634
3,402,338,225,508.0000162124634,10.653533041477203,-18.606944009661674,508.0000162124634
3,317,337,226,507.00002908706665,9.801357984542847,-17.73734577000141,507.00002908706665
3,14,334,227,508.0000162124634,7.322156801819801,-16.93771779537201,508.0000162124634
3,87,329,227,508.0000162124634,3.157935570925474,-16.93771779537201,508.0000162124634
3,178,325,226,510.0000500679016,-0.1741242886055261,-17.842302098870277,510.0000500679016
3,88,322,225,510.0000500679016,-2.682493766769767,-18.68019998073578,510.0000500679016
3,95,319,224,508.0000162124634,-5.17050689086318,-19.441556185483932,508.0000162124634
4,61,316,292,502.00003385543823,-7.5784604996442795,36.87143325805664,502.00003385543823
4,185,318,287,498.00002574920654,-5.885174963623285,32.48671814799309,498.00002574920654
4,40,321,282,495.00003457069397,-3.4151284489780664,28.22474204003811,495.00003457069397
4,39,325,277,493.0000305175781,-0.16832014080137014,24.06085841357708,493.0000305175781
4,37,333,271,492.000013589859,6.284924689680338,19.162097945809364,492.000013589859
4,0,340,272,490.00000953674316,11.882713995873928,19.889242947101593,490.00000953674316
4,267,347,270,494.00001764297485,17.648959532380104,18.4283796697855,494.00001764297485
4,269,354,274,498.00002574920654,23.5070139169693,21.850332617759705,498.00002574920654
4,270,357,280,502.00003385543823,26.16484835743904,26.97436884045601,502.00003385543823
4,409,359,284,506.0000419616699,28.032464906573296,30.514612793922424,506.0000419616699
4,291,360,289,508.0000162124634,28.976107016205788,34.80828553438187,508.0000162124634
4,306,359,289,508.0000162124634,28.14326249063015,34.80828553438187,508.0000162124634
4,308,357,289,504.9999952316284,26.321209967136383,34.60272401571274,504.9999952316284
4,415,354,288,502.00003385543823,23.695826530456543,33.57241302728653,502.00003385543823
4,310,352,287,500.0,21.961960941553116,32.61718526482582,500.0
4,311,349,287,500.0,19.502775743603706,32.61718526482582,500.0
4,312,346,286,497.0000088214874,16.941329464316368,31.60494565963745,497.0000088214874
4,13,341,287,498.00002574920654,12.89316825568676,32.48671814799309,498.00002574920654
4,82,335,287,496.0000216960907,7.96236377209425,32.356251031160355,496.0000216960907
4,81,330,288,495.00003457069397,3.888653591275215,33.104270696640015,495.00003457069397
4,80,326,289,497.0000088214874,0.645124411676079,34.05456244945526,497.0000088214874
4,191,323,290,498.00002574920654,-1.8029266502708197,34.94127094745636,498.00002574920654
4,78,319,292,500.0,-5.089081358164549,36.72453388571739,500.0
4,76,317,292,501.0000467300415,-6.741996388882399,36.797985434532166,501.0000467300415
4,146,319,296,502.00003385543823,-5.109438207000494,40.17045721411705,502.00003385543823
4,91,322,300,503.00002098083496,-2.645675092935562,43.55606809258461,503.00002098083496
4,181,328,306,506.0000419616699,2.315937541425228,48.80381003022194,506.0000419616699
4,84,335,310,509.0000033378601,8.171054534614086,52.43818461894989,509.0000033378601
4,17,344,310,508.0000162124634,15.650598332285881,52.335161715745926,508.0000162124634
4,314,351,308,509.0000033378601,21.522793918848038,50.76567083597183,509.0000033378601
4,405,356,303,510.0000500679016,25.74569545686245,46.6759167611599,510.0000500679016
4,321,359,297,510.0000500679016,28.254065662622452,41.64852574467659,510.0000500679016
4,375,360,293,509.0000033378601,29.033144935965538,38.22183236479759,509.0000033378601
4,324,354,289,502.00003385543823,23.695826530456543,34.39716622233391,502.00003385543823
4,318,353,290,503.00002098083496,22.918378934264183,35.29208526015282,503.00002098083496
4,402,350,291,501.0000467300415,20.363150164484978,35.97487136721611,501.0000467300415
4,317,347,292,502.00003385543823,17.93477311730385,36.87143325805664,502.00003385543823
4,14,342,293,503.00002098083496,13.84726446121931,37.771280854940414,503.00002098083496
4,87,336,293,502.00003385543823,8.881689980626106,37.69619017839432,502.00003385543823
4,178,330,293,500.0,3.9279325865209103,37.546005100011826,500.0
4,88,326,292,499.00001287460327,0.6477204733528197,36.65108606219292,499.00001287460327
4,95,323,292,499.00001287460327,-1.8065469339489937,36.65108606219292,499.00001287460327
