epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
41,6114.94,0.52877,0.85714,1,0.3955,0.000671044,0.000671044,0.000671044
42,6263.61,0.56944,0.87946,1,0.34035,0.000660045,0.000660045,0.000660045
43,6411.43,0.53022,0.86607,1,0.4111,0.000649046,0.000649046,0.000649046
44,6560.07,0.51002,0.91071,1,0.32204,0.000638047,0.000638047,0.000638047
45,6709.17,0.5101,0.89732,1,0.2973,0.000627048,0.000627048,0.000627048
46,6858.02,0.49398,0.89286,1,0.39053,0.000616049,0.000616049,0.000616049
47,7006.26,0.5192,0.89286,1,0.33146,0.000605051,0.000605051,0.000605051
48,7154.78,0.55682,0.87054,1,0.37373,0.000594052,0.000594052,0.000594052
49,7303.69,0.52672,0.91518,1,0.29986,0.000583053,0.000583053,0.000583053
50,7452.91,0.43058,0.91964,1,0.26854,0.000572054,0.000572054,0.000572054
51,7602.38,0.47271,0.84375,1,0.39032,0.000561055,0.000561055,0.000561055
52,7750.7,0.48422,0.90625,1,0.27012,0.000550056,0.000550056,0.000550056
53,7900.05,0.46521,0.91964,1,0.27007,0.000539057,0.000539057,0.000539057
54,8049.09,0.43827,0.88839,1,0.35945,0.000528058,0.000528058,0.000528058
55,8196.93,0.48717,0.90179,1,0.28578,0.000517059,0.000517059,0.000517059
56,8345.32,0.50901,0.875,1,0.32976,0.00050606,0.00050606,0.00050606
57,8494.15,0.47109,0.90625,1,0.29793,0.000495062,0.000495062,0.000495062
58,8643.16,0.49365,0.91964,1,0.25524,0.000484063,0.000484063,0.000484063
59,8791.52,0.34684,0.90625,1,0.2538,0.000473064,0.000473064,0.000473064
60,8941.03,0.44415,0.93304,1,0.20867,0.000462065,0.000462065,0.000462065
61,9089.33,0.48816,0.87946,1,0.27515,0.000451066,0.000451066,0.000451066
62,9238.37,0.41103,0.93304,1,0.18487,0.000440067,0.000440067,0.000440067
63,9386.62,0.38671,0.94196,1,0.18254,0.000429068,0.000429068,0.000429068
64,9534.64,0.44265,0.93304,1,0.22932,0.000418069,0.000418069,0.000418069
65,9683.18,0.36084,0.94643,1,0.17047,0.00040707,0.00040707,0.00040707
66,9831.54,0.33935,0.92411,1,0.18656,0.000396071,0.000396071,0.000396071
67,9980.15,0.44641,0.9375,1,0.18518,0.000385073,0.000385073,0.000385073
68,10128.6,0.42862,0.93304,1,0.23285,0.000374074,0.000374074,0.000374074
69,10277,0.34231,0.95089,1,0.17331,0.000363075,0.000363075,0.000363075
70,10426.4,0.38393,0.93304,1,0.18905,0.000352076,0.000352076,0.000352076
71,10575.2,0.36845,0.95536,1,0.18054,0.000341077,0.000341077,0.000341077
72,10723.6,0.3672,0.95089,1,0.1657,0.000330078,0.000330078,0.000330078
73,10873.8,0.38389,0.94196,1,0.17209,0.000319079,0.000319079,0.000319079
74,11023,0.35767,0.94643,1,0.1677,0.00030808,0.00030808,0.00030808
75,11172,0.34226,0.95089,1,0.17015,0.000297081,0.000297081,0.000297081
76,11319.5,0.3763,0.94196,1,0.16652,0.000286083,0.000286083,0.000286083
77,11468.3,0.34797,0.94643,1,0.16085,0.000275084,0.000275084,0.000275084
78,11617.8,0.35514,0.95089,1,0.13846,0.000264085,0.000264085,0.000264085
79,11765.4,0.29576,0.96429,1,0.14625,0.000253086,0.000253086,0.000253086
80,11913.8,0.32721,0.95982,1,0.16101,0.000242087,0.000242087,0.000242087
81,12062.7,0.29804,0.95982,1,0.14599,0.000231088,0.000231088,0.000231088
82,12212,0.34524,0.95089,1,0.15475,0.000220089,0.000220089,0.000220089
83,12360.6,0.35768,0.94196,1,0.20271,0.00020909,0.00020909,0.00020909
84,12509.3,0.30529,0.95982,1,0.16039,0.000198091,0.000198091,0.000198091
85,12658.2,0.27673,0.95536,1,0.15966,0.000187092,0.000187092,0.000187092
86,12807.1,0.29326,0.95536,1,0.16689,0.000176094,0.000176094,0.000176094
87,12956,0.263,0.95536,1,0.18702,0.000165095,0.000165095,0.000165095
88,13104.4,0.33769,0.95536,1,0.18081,0.000154096,0.000154096,0.000154096
89,13254.1,0.26074,0.95536,1,0.16212,0.000143097,0.000143097,0.000143097
90,13404,0.32482,0.95982,1,0.15664,0.000132098,0.000132098,0.000132098
91,13553,0.27027,0.95982,1,0.1555,0.000121099,0.000121099,0.000121099
92,13701.8,0.29474,0.94643,1,0.15752,0.0001101,0.0001101,0.0001101
93,13850.7,0.28491,0.95982,1,0.16092,9.91012e-05,9.91012e-05,9.91012e-05
94,14000.3,0.30412,0.95089,1,0.17547,8.81023e-05,8.81023e-05,8.81023e-05
95,14148.4,0.29824,0.94643,1,0.17493,7.71034e-05,7.71034e-05,7.71034e-05
96,14297.3,0.23105,0.94643,1,0.15897,6.61045e-05,6.61045e-05,6.61045e-05
97,14446,0.30058,0.95089,1,0.16032,5.51056e-05,5.51056e-05,5.51056e-05
98,14594.3,0.28335,0.95089,1,0.15227,4.41067e-05,4.41067e-05,4.41067e-05
99,14743.5,0.27956,0.95089,1,0.15159,3.31078e-05,3.31078e-05,3.31078e-05
100,14893.1,0.24766,0.95089,1,0.14776,2.21089e-05,2.21089e-05,2.21089e-05
