# 有音区間(1回の発音)の推定時間 [スペクトログラム(denoised)ベース]
# file: word_Ex1/tyakana6.wav
fs = 48000
hop_length = 256
frame_duration_sec = 0.005333
num_segments = 26
segment_1: start_time=0.389333s, end_time=1.984000s, duration=1.594667s
segment_2: start_time=3.008000s, end_time=3.200000s, duration=0.192000s
segment_3: start_time=3.216000s, end_time=3.552000s, duration=0.336000s
segment_4: start_time=4.634667s, end_time=4.794667s, duration=0.160000s
segment_5: start_time=4.837333s, end_time=5.178667s, duration=0.341333s
segment_6: start_time=5.888000s, end_time=5.920000s, duration=0.032000s
segment_7: start_time=6.181333s, end_time=6.341333s, duration=0.160000s
segment_8: start_time=6.368000s, end_time=6.725333s, duration=0.357333s
segment_9: start_time=7.712000s, end_time=7.872000s, duration=0.160000s
segment_10: start_time=7.909333s, end_time=8.256000s, duration=0.346667s
segment_11: start_time=9.333333s, end_time=9.498667s, duration=0.165333s
segment_12: start_time=9.520000s, end_time=9.877333s, duration=0.357333s
segment_13: start_time=10.949333s, end_time=11.114667s, duration=0.165333s
segment_14: start_time=11.136000s, end_time=11.493333s, duration=0.357333s
segment_15: start_time=12.496000s, end_time=13.088000s, duration=0.592000s
segment_16: start_time=14.064000s, end_time=14.650667s, duration=0.586667s
segment_17: start_time=14.810667s, end_time=14.826667s, duration=0.016000s
segment_18: start_time=14.842667s, end_time=14.864000s, duration=0.021333s
segment_19: start_time=14.874667s, end_time=14.885333s, duration=0.010667s
segment_20: start_time=14.912000s, end_time=14.922667s, duration=0.010667s
segment_21: start_time=15.050667s, end_time=15.061333s, duration=0.010667s
segment_22: start_time=15.546667s, end_time=15.562667s, duration=0.016000s
segment_23: start_time=15.610667s, end_time=15.632000s, duration=0.021333s
segment_24: start_time=15.642667s, end_time=15.658667s, duration=0.016000s
segment_25: start_time=15.701333s, end_time=16.330667s, duration=0.629333s
segment_26: start_time=16.346667s, end_time=17.082667s, duration=0.736000s
mean_duration = 0.284308s
