epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
82,11029.7,0.46122,0.64,1,0.8889,0.000220089,0.000220089,0.000220089
83,11162.8,0.41993,0.68,1,0.89442,0.00020909,0.00020909,0.00020909
84,11297,0.37602,0.66667,1,0.84956,0.000198091,0.000198091,0.000198091
85,11431.2,0.45249,0.64667,1,0.84236,0.000187092,0.000187092,0.000187092
86,11564.4,0.38861,0.67333,1,0.82673,0.000176094,0.000176094,0.000176094
87,11697.6,0.40008,0.70667,1,0.80314,0.000165095,0.000165095,0.000165095
88,11831.4,0.4143,0.68,1,0.86236,0.000154096,0.000154096,0.000154096
89,11965.1,0.44722,0.66667,1,0.91506,0.000143097,0.000143097,0.000143097
90,12099.8,0.39248,0.64667,1,0.94159,0.000132098,0.000132098,0.000132098
91,12234.1,0.35187,0.69333,1,0.86812,0.000121099,0.000121099,0.000121099
92,12367.7,0.3851,0.65333,1,0.83216,0.0001101,0.0001101,0.0001101
93,12501.8,0.39325,0.66667,1,0.82253,9.91012e-05,9.91012e-05,9.91012e-05
94,12635.6,0.34076,0.67333,1,0.83699,8.81023e-05,8.81023e-05,8.81023e-05
95,12768.3,0.3273,0.64667,1,0.8871,7.71034e-05,7.71034e-05,7.71034e-05
96,12901.7,0.38147,0.64667,1,0.83216,6.61045e-05,6.61045e-05,6.61045e-05
97,13035.4,0.34818,0.64667,1,0.91919,5.51056e-05,5.51056e-05,5.51056e-05
98,13170,0.39923,0.66,1,0.86369,4.41067e-05,4.41067e-05,4.41067e-05
99,13303.3,0.36499,0.66,1,0.89438,3.31078e-05,3.31078e-05,3.31078e-05
100,13436,0.35316,0.66,1,0.89025,2.21089e-05,2.21089e-05,2.21089e-05
