# 有音区間(1回の発音)の推定時間 [スペクトログラム(denoised)ベース]
# file: word_Ex1/shakana2.wav
fs = 48000
hop_length = 256
frame_duration_sec = 0.005333
num_segments = 22
segment_1: start_time=0.378667s, end_time=2.181333s, duration=1.802667s
segment_2: start_time=2.864000s, end_time=3.120000s, duration=0.256000s
segment_3: start_time=3.125333s, end_time=3.509333s, duration=0.384000s
segment_4: start_time=4.362667s, end_time=4.960000s, duration=0.597333s
segment_5: start_time=5.824000s, end_time=6.416000s, duration=0.592000s
segment_6: start_time=7.322667s, end_time=7.488000s, duration=0.165333s
segment_7: start_time=7.509333s, end_time=7.888000s, duration=0.378667s
segment_8: start_time=8.853333s, end_time=9.013333s, duration=0.160000s
segment_9: start_time=9.034667s, end_time=9.402667s, duration=0.368000s
segment_10: start_time=10.410667s, end_time=11.002667s, duration=0.592000s
segment_11: start_time=11.920000s, end_time=12.090667s, duration=0.170667s
segment_12: start_time=12.101333s, end_time=12.464000s, duration=0.362667s
segment_13: start_time=13.456000s, end_time=14.042667s, duration=0.586667s
segment_14: start_time=14.496000s, end_time=14.517333s, duration=0.021333s
segment_15: start_time=14.522667s, end_time=14.576000s, duration=0.053333s
segment_16: start_time=14.597333s, end_time=14.677333s, duration=0.080000s
segment_17: start_time=14.746667s, end_time=14.773333s, duration=0.026667s
segment_18: start_time=14.853333s, end_time=14.869333s, duration=0.016000s
segment_19: start_time=14.874667s, end_time=14.912000s, duration=0.037333s
segment_20: start_time=14.949333s, end_time=14.992000s, duration=0.042667s
segment_21: start_time=14.997333s, end_time=15.648000s, duration=0.650667s
segment_22: start_time=15.706667s, end_time=16.741333s, duration=1.034667s
mean_duration = 0.380848s
