# 有音区間(1回の発音)の推定時間 [スペクトログラム(denoised)ベース]
# file: word_Ex1/takana1.wav
fs = 48000
hop_length = 256
frame_duration_sec = 0.005333
num_segments = 17
segment_1: start_time=0.389333s, end_time=1.861333s, duration=1.472000s
segment_2: start_time=2.106667s, end_time=2.117333s, duration=0.010667s
segment_3: start_time=2.848000s, end_time=3.381333s, duration=0.533333s
segment_4: start_time=4.378667s, end_time=4.890667s, duration=0.512000s
segment_5: start_time=5.904000s, end_time=6.400000s, duration=0.496000s
segment_6: start_time=6.469333s, end_time=6.506667s, duration=0.037333s
segment_7: start_time=7.333333s, end_time=7.845333s, duration=0.512000s
segment_8: start_time=8.901333s, end_time=9.429333s, duration=0.528000s
segment_9: start_time=10.410667s, end_time=10.533333s, duration=0.122667s
segment_10: start_time=10.554667s, end_time=10.922667s, duration=0.368000s
segment_11: start_time=11.621333s, end_time=11.685333s, duration=0.064000s
segment_12: start_time=11.936000s, end_time=12.464000s, duration=0.528000s
segment_13: start_time=13.493333s, end_time=14.042667s, duration=0.549333s
segment_14: start_time=14.986667s, end_time=15.002667s, duration=0.016000s
segment_15: start_time=15.008000s, end_time=15.029333s, duration=0.021333s
segment_16: start_time=15.061333s, end_time=15.600000s, duration=0.538667s
segment_17: start_time=15.802667s, end_time=16.944000s, duration=1.141333s
mean_duration = 0.438275s
