# 有音区間(1回の発音)の推定時間 [スペクトログラム(denoised)ベース]
# file: word_Ex1/thakana1.wav
fs = 48000
hop_length = 256
frame_duration_sec = 0.005333
num_segments = 30
segment_1: start_time=0.405333s, end_time=1.232000s, duration=0.826667s
segment_2: start_time=1.242667s, end_time=1.301333s, duration=0.058667s
segment_3: start_time=1.317333s, end_time=1.328000s, duration=0.010667s
segment_4: start_time=1.338667s, end_time=1.424000s, duration=0.085333s
segment_5: start_time=1.450667s, end_time=2.016000s, duration=0.565333s
segment_6: start_time=2.896000s, end_time=3.381333s, duration=0.485333s
segment_7: start_time=4.426667s, end_time=4.597333s, duration=0.170667s
segment_8: start_time=4.624000s, end_time=4.944000s, duration=0.320000s
segment_9: start_time=6.010667s, end_time=6.144000s, duration=0.133333s
segment_10: start_time=6.176000s, end_time=6.512000s, duration=0.336000s
segment_11: start_time=6.730667s, end_time=6.752000s, duration=0.021333s
segment_12: start_time=7.562667s, end_time=7.696000s, duration=0.133333s
segment_13: start_time=7.733333s, end_time=8.058667s, duration=0.325333s
segment_14: start_time=9.109333s, end_time=9.237333s, duration=0.128000s
segment_15: start_time=9.274667s, end_time=9.605333s, duration=0.330667s
segment_16: start_time=10.656000s, end_time=10.794667s, duration=0.138667s
segment_17: start_time=10.826667s, end_time=11.162667s, duration=0.336000s
segment_18: start_time=11.861333s, end_time=11.877333s, duration=0.016000s
segment_19: start_time=12.005333s, end_time=12.021333s, duration=0.016000s
segment_20: start_time=12.080000s, end_time=12.149333s, duration=0.069333s
segment_21: start_time=12.245333s, end_time=12.368000s, duration=0.122667s
segment_22: start_time=12.394667s, end_time=12.746667s, duration=0.352000s
segment_23: start_time=13.850667s, end_time=13.994667s, duration=0.144000s
segment_24: start_time=14.026667s, end_time=14.336000s, duration=0.309333s
segment_25: start_time=15.408000s, end_time=15.605333s, duration=0.197333s
segment_26: start_time=15.637333s, end_time=16.064000s, duration=0.426667s
segment_27: start_time=16.074667s, end_time=16.138667s, duration=0.064000s
segment_28: start_time=16.144000s, end_time=16.170667s, duration=0.026667s
segment_29: start_time=16.181333s, end_time=16.197333s, duration=0.016000s
segment_30: start_time=16.208000s, end_time=17.114667s, duration=0.906667s
mean_duration = 0.235733s
