# 有音区間(1回の発音)の推定時間 [スペクトログラム(denoised)ベース]
# file: word_Ex1/sakana6.wav
fs = 48000
hop_length = 256
frame_duration_sec = 0.005333
num_segments = 25
segment_1: start_time=0.389333s, end_time=1.333333s, duration=0.944000s
segment_2: start_time=1.338667s, end_time=1.360000s, duration=0.021333s
segment_3: start_time=1.472000s, end_time=2.064000s, duration=0.592000s
segment_4: start_time=2.442667s, end_time=2.485333s, duration=0.042667s
segment_5: start_time=2.949333s, end_time=3.141333s, duration=0.192000s
segment_6: start_time=3.173333s, end_time=3.498667s, duration=0.325333s
segment_7: start_time=4.544000s, end_time=4.714667s, duration=0.170667s
segment_8: start_time=4.752000s, end_time=5.098667s, duration=0.346667s
segment_9: start_time=6.138667s, end_time=6.336000s, duration=0.197333s
segment_10: start_time=6.357333s, end_time=6.698667s, duration=0.341333s
segment_11: start_time=6.944000s, end_time=6.960000s, duration=0.016000s
segment_12: start_time=7.008000s, end_time=7.088000s, duration=0.080000s
segment_13: start_time=7.696000s, end_time=7.877333s, duration=0.181333s
segment_14: start_time=7.914667s, end_time=8.250667s, duration=0.336000s
segment_15: start_time=9.242667s, end_time=9.429333s, duration=0.186667s
segment_16: start_time=9.466667s, end_time=9.808000s, duration=0.341333s
segment_17: start_time=10.810667s, end_time=10.981333s, duration=0.170667s
segment_18: start_time=11.029333s, end_time=11.360000s, duration=0.330667s
segment_19: start_time=12.426667s, end_time=12.624000s, duration=0.197333s
segment_20: start_time=12.640000s, end_time=13.024000s, duration=0.384000s
segment_21: start_time=13.034667s, end_time=13.045333s, duration=0.010667s
segment_22: start_time=14.080000s, end_time=14.661333s, duration=0.581333s
segment_23: start_time=15.509333s, end_time=15.520000s, duration=0.010667s
segment_24: start_time=15.674667s, end_time=16.400000s, duration=0.725333s
segment_25: start_time=16.410667s, end_time=17.152000s, duration=0.741333s
mean_duration = 0.298667s
