# 有音区間(1回の発音)の推定時間 [スペクトログラム(denoised)ベース]
# file: word_Ex1/thakana6.wav
fs = 48000
hop_length = 256
frame_duration_sec = 0.005333
num_segments = 25
segment_1: start_time=0.400000s, end_time=1.840000s, duration=1.440000s
segment_2: start_time=2.688000s, end_time=2.954667s, duration=0.266667s
segment_3: start_time=2.976000s, end_time=3.306667s, duration=0.330667s
segment_4: start_time=4.325333s, end_time=4.560000s, duration=0.234667s
segment_5: start_time=4.581333s, end_time=4.901333s, duration=0.320000s
segment_6: start_time=5.957333s, end_time=6.197333s, duration=0.240000s
segment_7: start_time=6.224000s, end_time=6.554667s, duration=0.330667s
segment_8: start_time=7.498667s, end_time=7.749333s, duration=0.250667s
segment_9: start_time=7.776000s, end_time=8.106667s, duration=0.330667s
segment_10: start_time=9.077333s, end_time=9.317333s, duration=0.240000s
segment_11: start_time=9.354667s, end_time=9.669333s, duration=0.314667s
segment_12: start_time=10.176000s, end_time=10.186667s, duration=0.010667s
segment_13: start_time=10.602667s, end_time=10.864000s, duration=0.261333s
segment_14: start_time=10.917333s, end_time=11.200000s, duration=0.282667s
segment_15: start_time=12.117333s, end_time=12.368000s, duration=0.250667s
segment_16: start_time=12.410667s, end_time=12.741333s, duration=0.330667s
segment_17: start_time=13.354667s, end_time=13.424000s, duration=0.069333s
segment_18: start_time=13.680000s, end_time=13.936000s, duration=0.256000s
segment_19: start_time=13.952000s, end_time=14.277333s, duration=0.325333s
segment_20: start_time=15.082667s, end_time=15.098667s, duration=0.016000s
segment_21: start_time=15.125333s, end_time=15.136000s, duration=0.010667s
segment_22: start_time=15.146667s, end_time=15.205333s, duration=0.058667s
segment_23: start_time=15.221333s, end_time=15.520000s, duration=0.298667s
segment_24: start_time=15.546667s, end_time=15.882667s, duration=0.336000s
segment_25: start_time=16.213333s, end_time=16.992000s, duration=0.778667s
mean_duration = 0.303360s
