# 有音区間(1回の発音)の推定時間 [スペクトログラム(denoised)ベース]
# file: word_Ex1/takana2.wav
fs = 48000
hop_length = 256
frame_duration_sec = 0.005333
num_segments = 20
segment_1: start_time=0.373333s, end_time=2.176000s, duration=1.802667s
segment_2: start_time=3.008000s, end_time=3.120000s, duration=0.112000s
segment_3: start_time=3.157333s, end_time=3.589333s, duration=0.432000s
segment_4: start_time=4.544000s, end_time=4.677333s, duration=0.133333s
segment_5: start_time=4.720000s, end_time=5.157333s, duration=0.437333s
segment_6: start_time=6.074667s, end_time=6.645333s, duration=0.570667s
segment_7: start_time=7.600000s, end_time=7.728000s, duration=0.128000s
segment_8: start_time=7.765333s, end_time=8.192000s, duration=0.426667s
segment_9: start_time=9.082667s, end_time=9.210667s, duration=0.128000s
segment_10: start_time=9.253333s, end_time=9.653333s, duration=0.400000s
segment_11: start_time=10.608000s, end_time=10.746667s, duration=0.138667s
segment_12: start_time=10.773333s, end_time=11.194667s, duration=0.421333s
segment_13: start_time=12.101333s, end_time=12.245333s, duration=0.144000s
segment_14: start_time=12.282667s, end_time=12.448000s, duration=0.165333s
segment_15: start_time=12.464000s, end_time=12.714667s, duration=0.250667s
segment_16: start_time=13.573333s, end_time=13.738667s, duration=0.165333s
segment_17: start_time=13.786667s, end_time=14.272000s, duration=0.485333s
segment_18: start_time=14.282667s, end_time=14.298667s, duration=0.016000s
segment_19: start_time=14.736000s, end_time=15.786667s, duration=1.050667s
segment_20: start_time=16.048000s, end_time=16.704000s, duration=0.656000s
mean_duration = 0.403200s
