# 有音区間(1回の発音)の推定時間 [スペクトログラム(denoised)ベース]
# file: word_Ex1/tyakana2.wav
fs = 48000
hop_length = 256
frame_duration_sec = 0.005333
num_segments = 25
segment_1: start_time=0.373333s, end_time=2.192000s, duration=1.818667s
segment_2: start_time=2.784000s, end_time=2.832000s, duration=0.048000s
segment_3: start_time=2.928000s, end_time=3.093333s, duration=0.165333s
segment_4: start_time=3.114667s, end_time=3.493333s, duration=0.378667s
segment_5: start_time=4.378667s, end_time=4.533333s, duration=0.154667s
segment_6: start_time=4.560000s, end_time=4.949333s, duration=0.389333s
segment_7: start_time=5.850667s, end_time=6.016000s, duration=0.165333s
segment_8: start_time=6.048000s, end_time=6.442667s, duration=0.394667s
segment_9: start_time=7.381333s, end_time=7.546667s, duration=0.165333s
segment_10: start_time=7.573333s, end_time=7.946667s, duration=0.373333s
segment_11: start_time=8.896000s, end_time=9.045333s, duration=0.149333s
segment_12: start_time=9.088000s, end_time=9.498667s, duration=0.410667s
segment_13: start_time=10.442667s, end_time=11.024000s, duration=0.581333s
segment_14: start_time=11.450667s, end_time=11.461333s, duration=0.010667s
segment_15: start_time=11.466667s, end_time=11.488000s, duration=0.021333s
segment_16: start_time=11.504000s, end_time=11.744000s, duration=0.240000s
segment_17: start_time=11.957333s, end_time=12.096000s, duration=0.138667s
segment_18: start_time=12.138667s, end_time=12.544000s, duration=0.405333s
segment_19: start_time=13.082667s, end_time=13.136000s, duration=0.053333s
segment_20: start_time=13.322667s, end_time=13.338667s, duration=0.016000s
segment_21: start_time=13.392000s, end_time=13.434667s, duration=0.042667s
segment_22: start_time=13.450667s, end_time=13.461333s, duration=0.010667s
segment_23: start_time=13.498667s, end_time=14.144000s, duration=0.645333s
segment_24: start_time=14.810667s, end_time=14.832000s, duration=0.021333s
segment_25: start_time=14.922667s, end_time=16.730667s, duration=1.808000s
mean_duration = 0.344320s
