# 有音区間(1回の発音)の推定時間 [スペクトログラム(denoised)ベース]
# file: word_Ex1/sakana2.wav
fs = 48000
hop_length = 256
frame_duration_sec = 0.005333
num_segments = 18
segment_1: start_time=0.394667s, end_time=1.808000s, duration=1.413333s
segment_2: start_time=2.778667s, end_time=3.258667s, duration=0.480000s
segment_3: start_time=4.261333s, end_time=4.426667s, duration=0.165333s
segment_4: start_time=4.442667s, end_time=4.784000s, duration=0.341333s
segment_5: start_time=5.370667s, end_time=5.381333s, duration=0.010667s
segment_6: start_time=5.818667s, end_time=5.957333s, duration=0.138667s
segment_7: start_time=5.984000s, end_time=6.320000s, duration=0.336000s
segment_8: start_time=7.392000s, end_time=7.536000s, duration=0.144000s
segment_9: start_time=7.546667s, end_time=7.877333s, duration=0.330667s
segment_10: start_time=8.901333s, end_time=9.370667s, duration=0.469333s
segment_11: start_time=10.394667s, end_time=10.560000s, duration=0.165333s
segment_12: start_time=10.565333s, end_time=10.874667s, duration=0.309333s
segment_13: start_time=11.920000s, end_time=12.405333s, duration=0.485333s
segment_14: start_time=13.466667s, end_time=13.968000s, duration=0.501333s
segment_15: start_time=14.842667s, end_time=14.864000s, duration=0.021333s
segment_16: start_time=15.002667s, end_time=15.488000s, duration=0.485333s
segment_17: start_time=15.605333s, end_time=15.680000s, duration=0.074667s
segment_18: start_time=15.840000s, end_time=16.810667s, duration=0.970667s
mean_duration = 0.380148s
