# 有音区間(1回の発音)の推定時間 [スペクトログラム(denoised)ベース]
# file: word_Ex1/thakana1.wav
fs = 48000
hop_length = 256
frame_duration_sec = 0.005333
num_segments = 33
segment_1: start_time=0.384000s, end_time=1.818667s, duration=1.434667s
segment_2: start_time=2.805333s, end_time=2.986667s, duration=0.181333s
segment_3: start_time=3.008000s, end_time=3.328000s, duration=0.320000s
segment_4: start_time=4.325333s, end_time=4.474667s, duration=0.149333s
segment_5: start_time=4.506667s, end_time=4.800000s, duration=0.293333s
segment_6: start_time=4.896000s, end_time=4.917333s, duration=0.021333s
segment_7: start_time=4.986667s, end_time=5.120000s, duration=0.133333s
segment_8: start_time=5.146667s, end_time=5.242667s, duration=0.096000s
segment_9: start_time=5.520000s, end_time=5.536000s, duration=0.016000s
segment_10: start_time=5.845333s, end_time=6.037333s, duration=0.192000s
segment_11: start_time=6.053333s, end_time=6.368000s, duration=0.314667s
segment_12: start_time=6.528000s, end_time=6.554667s, duration=0.026667s
segment_13: start_time=6.805333s, end_time=6.853333s, duration=0.048000s
segment_14: start_time=7.434667s, end_time=7.573333s, duration=0.138667s
segment_15: start_time=7.605333s, end_time=7.909333s, duration=0.304000s
segment_16: start_time=8.677333s, end_time=8.773333s, duration=0.096000s
segment_17: start_time=8.832000s, end_time=8.874667s, duration=0.042667s
segment_18: start_time=9.034667s, end_time=9.498667s, duration=0.464000s
segment_19: start_time=9.525333s, end_time=9.557333s, duration=0.032000s
segment_20: start_time=10.544000s, end_time=10.698667s, duration=0.154667s
segment_21: start_time=10.730667s, end_time=11.034667s, duration=0.304000s
segment_22: start_time=11.658667s, end_time=11.674667s, duration=0.016000s
segment_23: start_time=11.877333s, end_time=11.925333s, duration=0.048000s
segment_24: start_time=12.080000s, end_time=12.245333s, duration=0.165333s
segment_25: start_time=12.272000s, end_time=12.570667s, duration=0.298667s
segment_26: start_time=13.648000s, end_time=14.170667s, duration=0.522667s
segment_27: start_time=14.714667s, end_time=14.725333s, duration=0.010667s
segment_28: start_time=14.746667s, end_time=14.778667s, duration=0.032000s
segment_29: start_time=14.885333s, end_time=14.922667s, duration=0.037333s
segment_30: start_time=14.997333s, end_time=15.061333s, duration=0.064000s
segment_31: start_time=15.072000s, end_time=15.386667s, duration=0.314667s
segment_32: start_time=15.413333s, end_time=15.733333s, duration=0.320000s
segment_33: start_time=15.925333s, end_time=16.853333s, duration=0.928000s
mean_duration = 0.227879s
