train_size_abs,train_mean,train_std,val_mean,val_std
80,0.9824999999999999,0.010000000000000014,0.606,0.029393876913398165
160,0.9824999999999999,0.0072886898685566495,0.688,0.033105890714493685
240,0.9908333333333333,0.0048591265790377675,0.7379999999999999,0.03487119154832542
320,0.9893749999999999,0.005077524002897471,0.7499999999999999,0.04604345773288535
400,0.9904999999999999,0.0029154759474226757,0.772,0.027129319932501058
