# 有音区間(1回の発音)の推定時間 [スペクトログラム(denoised)ベース]
# file: word_Ex1/takana3.wav
fs = 48000
hop_length = 256
frame_duration_sec = 0.005333
num_segments = 26
segment_1: start_time=0.389333s, end_time=1.360000s, duration=0.970667s
segment_2: start_time=1.376000s, end_time=1.392000s, duration=0.016000s
segment_3: start_time=1.402667s, end_time=1.424000s, duration=0.021333s
segment_4: start_time=1.450667s, end_time=1.994667s, duration=0.544000s
segment_5: start_time=2.949333s, end_time=3.082667s, duration=0.133333s
segment_6: start_time=3.104000s, end_time=3.461333s, duration=0.357333s
segment_7: start_time=3.541333s, end_time=3.578667s, duration=0.037333s
segment_8: start_time=4.042667s, end_time=4.080000s, duration=0.037333s
segment_9: start_time=4.154667s, end_time=4.282667s, duration=0.128000s
segment_10: start_time=4.394667s, end_time=4.613333s, duration=0.218667s
segment_11: start_time=4.645333s, end_time=4.986667s, duration=0.341333s
segment_12: start_time=6.074667s, end_time=6.197333s, duration=0.122667s
segment_13: start_time=6.234667s, end_time=6.565333s, duration=0.330667s
segment_14: start_time=7.637333s, end_time=7.760000s, duration=0.122667s
segment_15: start_time=7.792000s, end_time=8.133333s, duration=0.341333s
segment_16: start_time=8.576000s, end_time=8.816000s, duration=0.240000s
segment_17: start_time=9.178667s, end_time=9.680000s, duration=0.501333s
segment_18: start_time=10.768000s, end_time=10.896000s, duration=0.128000s
segment_19: start_time=10.917333s, end_time=11.258667s, duration=0.341333s
segment_20: start_time=11.770667s, end_time=11.813333s, duration=0.042667s
segment_21: start_time=12.394667s, end_time=12.528000s, duration=0.133333s
segment_22: start_time=12.533333s, end_time=12.901333s, duration=0.368000s
segment_23: start_time=13.808000s, end_time=13.845333s, duration=0.037333s
segment_24: start_time=13.920000s, end_time=14.458667s, duration=0.538667s
segment_25: start_time=15.242667s, end_time=15.258667s, duration=0.016000s
segment_26: start_time=15.493333s, end_time=17.045333s, duration=1.552000s
mean_duration = 0.293128s
