train_size_abs,train_mean,train_std,val_mean,val_std
58,0.9793103448275863,0.012902266850944604,0.5053272450532724,0.03810650550571957
116,0.9758620689655173,0.010053365335940163,0.6154109589041095,0.03204571935695775
174,0.9781609195402299,0.006702243557293456,0.6894977168949772,0.026151271348449974
232,0.9844827586206897,0.004395706477235175,0.6839421613394217,0.0289109176260093
291,0.9766323024054984,0.009322790354811386,0.7059360730593608,0.028088687669825946
