# 有音区間(1回の発音)の推定時間 [スペクトログラム(denoised)ベース]
# file: word_Ex1/takana5.wav
fs = 48000
hop_length = 256
frame_duration_sec = 0.005333
num_segments = 21
segment_1: start_time=0.373333s, end_time=1.845333s, duration=1.472000s
segment_2: start_time=2.197333s, end_time=2.224000s, duration=0.026667s
segment_3: start_time=2.394667s, end_time=2.421333s, duration=0.026667s
segment_4: start_time=2.682667s, end_time=2.693333s, duration=0.010667s
segment_5: start_time=2.698667s, end_time=2.720000s, duration=0.021333s
segment_6: start_time=2.805333s, end_time=3.328000s, duration=0.522667s
segment_7: start_time=4.341333s, end_time=4.826667s, duration=0.485333s
segment_8: start_time=5.930667s, end_time=6.421333s, duration=0.490667s
segment_9: start_time=7.440000s, end_time=7.562667s, duration=0.122667s
segment_10: start_time=7.578667s, end_time=7.930667s, duration=0.352000s
segment_11: start_time=8.944000s, end_time=9.477333s, duration=0.533333s
segment_12: start_time=10.560000s, end_time=11.061333s, duration=0.501333s
segment_13: start_time=12.064000s, end_time=12.165333s, duration=0.101333s
segment_14: start_time=12.186667s, end_time=12.581333s, duration=0.394667s
segment_15: start_time=13.610667s, end_time=14.128000s, duration=0.517333s
segment_16: start_time=14.810667s, end_time=14.826667s, duration=0.016000s
segment_17: start_time=15.040000s, end_time=15.141333s, duration=0.101333s
segment_18: start_time=15.162667s, end_time=15.861333s, duration=0.698667s
segment_19: start_time=15.882667s, end_time=15.893333s, duration=0.010667s
segment_20: start_time=15.904000s, end_time=15.930667s, duration=0.026667s
segment_21: start_time=15.973333s, end_time=17.002667s, duration=1.029333s
mean_duration = 0.355302s
