# 有音区間(1回の発音)の推定時間 [スペクトログラム(denoised)ベース]
# file: word_Ex1/takana3.wav
fs = 48000
hop_length = 256
frame_duration_sec = 0.005333
num_segments = 22
segment_1: start_time=0.384000s, end_time=1.770667s, duration=1.386667s
segment_2: start_time=2.848000s, end_time=3.333333s, duration=0.485333s
segment_3: start_time=4.538667s, end_time=4.997333s, duration=0.458667s
segment_4: start_time=6.240000s, end_time=6.362667s, duration=0.122667s
segment_5: start_time=6.373333s, end_time=6.693333s, duration=0.320000s
segment_6: start_time=7.696000s, end_time=7.792000s, duration=0.096000s
segment_7: start_time=7.840000s, end_time=8.176000s, duration=0.336000s
segment_8: start_time=9.248000s, end_time=9.290667s, duration=0.042667s
segment_9: start_time=9.338667s, end_time=9.701333s, duration=0.362667s
segment_10: start_time=10.640000s, end_time=10.736000s, duration=0.096000s
segment_11: start_time=10.789333s, end_time=11.114667s, duration=0.325333s
segment_12: start_time=12.106667s, end_time=12.229333s, duration=0.122667s
segment_13: start_time=12.266667s, end_time=12.597333s, duration=0.330667s
segment_14: start_time=13.040000s, end_time=13.066667s, duration=0.026667s
segment_15: start_time=13.178667s, end_time=13.306667s, duration=0.128000s
segment_16: start_time=13.317333s, end_time=13.333333s, duration=0.016000s
segment_17: start_time=13.589333s, end_time=13.722667s, duration=0.133333s
segment_18: start_time=13.738667s, end_time=14.074667s, duration=0.336000s
segment_19: start_time=14.981333s, end_time=15.018667s, duration=0.037333s
segment_20: start_time=15.114667s, end_time=15.162667s, duration=0.048000s
segment_21: start_time=15.200000s, end_time=15.696000s, duration=0.496000s
segment_22: start_time=16.005333s, end_time=16.912000s, duration=0.906667s
mean_duration = 0.300606s
