# 有音区間(1回の発音)の推定時間 [スペクトログラム(denoised)ベース]
# file: word_Ex1/tyakana1.wav
fs = 48000
hop_length = 256
frame_duration_sec = 0.005333
num_segments = 25
segment_1: start_time=0.394667s, end_time=2.000000s, duration=1.605333s
segment_2: start_time=2.672000s, end_time=2.698667s, duration=0.026667s
segment_3: start_time=2.709333s, end_time=2.741333s, duration=0.032000s
segment_4: start_time=2.752000s, end_time=2.933333s, duration=0.181333s
segment_5: start_time=2.976000s, end_time=3.354667s, duration=0.378667s
segment_6: start_time=4.277333s, end_time=4.858667s, duration=0.581333s
segment_7: start_time=5.850667s, end_time=5.994667s, duration=0.144000s
segment_8: start_time=6.032000s, end_time=6.405333s, duration=0.373333s
segment_9: start_time=7.098667s, end_time=7.120000s, duration=0.021333s
segment_10: start_time=7.269333s, end_time=7.296000s, duration=0.026667s
segment_11: start_time=7.344000s, end_time=7.472000s, duration=0.128000s
segment_12: start_time=7.514667s, end_time=7.914667s, duration=0.400000s
segment_13: start_time=8.874667s, end_time=9.018667s, duration=0.144000s
segment_14: start_time=9.056000s, end_time=9.445333s, duration=0.389333s
segment_15: start_time=10.410667s, end_time=10.549333s, duration=0.138667s
segment_16: start_time=10.602667s, end_time=10.997333s, duration=0.394667s
segment_17: start_time=11.936000s, end_time=12.085333s, duration=0.149333s
segment_18: start_time=12.117333s, end_time=12.528000s, duration=0.410667s
segment_19: start_time=13.498667s, end_time=14.074667s, duration=0.576000s
segment_20: start_time=14.650667s, end_time=14.826667s, duration=0.176000s
segment_21: start_time=14.933333s, end_time=14.992000s, duration=0.058667s
segment_22: start_time=15.002667s, end_time=15.258667s, duration=0.256000s
segment_23: start_time=15.274667s, end_time=15.733333s, duration=0.458667s
segment_24: start_time=15.930667s, end_time=16.000000s, duration=0.069333s
segment_25: start_time=16.026667s, end_time=16.773333s, duration=0.746667s
mean_duration = 0.314667s
