# 有音区間(1回の発音)の推定時間 [スペクトログラム(denoised)ベース]
# file: word_Ex1/shakana5.wav
fs = 48000
hop_length = 256
frame_duration_sec = 0.005333
num_segments = 20
segment_1: start_time=0.378667s, end_time=1.898667s, duration=1.520000s
segment_2: start_time=2.069333s, end_time=2.144000s, duration=0.074667s
segment_3: start_time=2.789333s, end_time=3.338667s, duration=0.549333s
segment_4: start_time=4.229333s, end_time=4.752000s, duration=0.522667s
segment_5: start_time=5.749333s, end_time=6.256000s, duration=0.506667s
segment_6: start_time=7.370667s, end_time=7.861333s, duration=0.490667s
segment_7: start_time=8.933333s, end_time=9.424000s, duration=0.490667s
segment_8: start_time=10.464000s, end_time=10.970667s, duration=0.506667s
segment_9: start_time=12.069333s, end_time=12.736000s, duration=0.666667s
segment_10: start_time=12.746667s, end_time=12.800000s, duration=0.053333s
segment_11: start_time=12.848000s, end_time=12.890667s, duration=0.042667s
segment_12: start_time=12.986667s, end_time=12.997333s, duration=0.010667s
segment_13: start_time=13.008000s, end_time=13.034667s, duration=0.026667s
segment_14: start_time=13.440000s, end_time=13.498667s, duration=0.058667s
segment_15: start_time=13.504000s, end_time=13.520000s, duration=0.016000s
segment_16: start_time=13.536000s, end_time=13.557333s, duration=0.021333s
segment_17: start_time=13.578667s, end_time=13.589333s, duration=0.010667s
segment_18: start_time=13.626667s, end_time=14.133333s, duration=0.506667s
segment_19: start_time=15.109333s, end_time=15.834667s, duration=0.725333s
segment_20: start_time=15.840000s, end_time=16.944000s, duration=1.104000s
mean_duration = 0.395200s
