# 有音区間(1回の発音)の推定時間 [スペクトログラム(denoised)ベース]
# file: word_Ex1/tyakana1.wav
fs = 48000
hop_length = 256
frame_duration_sec = 0.005333
num_segments = 21
segment_1: start_time=0.378667s, end_time=1.792000s, duration=1.413333s
segment_2: start_time=2.581333s, end_time=2.640000s, duration=0.058667s
segment_3: start_time=2.848000s, end_time=3.354667s, duration=0.506667s
segment_4: start_time=4.352000s, end_time=4.501333s, duration=0.149333s
segment_5: start_time=4.512000s, end_time=4.821333s, duration=0.309333s
segment_6: start_time=5.898667s, end_time=6.026667s, duration=0.128000s
segment_7: start_time=6.064000s, end_time=6.368000s, duration=0.304000s
segment_8: start_time=7.397333s, end_time=7.536000s, duration=0.138667s
segment_9: start_time=7.568000s, end_time=7.866667s, duration=0.298667s
segment_10: start_time=8.917333s, end_time=9.061333s, duration=0.144000s
segment_11: start_time=9.088000s, end_time=9.413333s, duration=0.325333s
segment_12: start_time=10.464000s, end_time=10.608000s, duration=0.144000s
segment_13: start_time=10.645333s, end_time=10.965333s, duration=0.320000s
segment_14: start_time=12.064000s, end_time=12.197333s, duration=0.133333s
segment_15: start_time=12.240000s, end_time=12.576000s, duration=0.336000s
segment_16: start_time=13.610667s, end_time=13.770667s, duration=0.160000s
segment_17: start_time=13.797333s, end_time=14.149333s, duration=0.352000s
segment_18: start_time=14.544000s, end_time=14.602667s, duration=0.058667s
segment_19: start_time=14.821333s, end_time=14.906667s, duration=0.085333s
segment_20: start_time=15.136000s, end_time=15.653333s, duration=0.517333s
segment_21: start_time=16.016000s, end_time=16.842667s, duration=0.826667s
mean_duration = 0.319492s
